station_complex,station_complex_id,borough,latitude,longitude,geometry,year,annual_weekday_avg_ridership,log_ridership
"57 St-7 Av (N,Q,R,W)",9,Manhattan,40.764664,-73.98066,POINT (-73.98066 40.764664),2023,24746.59615,10.11648364
"57 St-7 Av (N,Q,R,W)",9,Manhattan,40.764664,-73.98066,POINT (-73.98066 40.764664),2024,26291.98113,10.17705731
"59 St (N,R)",35,Brooklyn,40.64136,-74.01788,POINT (-74.01788 40.64136),2023,9118.807692,9.118203996
"59 St (N,R)",35,Brooklyn,40.64136,-74.01788,POINT (-74.01788 40.64136),2024,9270.320755,9.134681125
"59 St-Columbus Circle (A,B,C,D,1)",614,Manhattan,40.768295,-73.981735,POINT (-73.981735 40.768295),2023,51026.45513,10.8401191
"59 St-Columbus Circle (A,B,C,D,1)",614,Manhattan,40.768295,-73.981735,POINT (-73.981735 40.768295),2024,53856.93082,10.89410495
61 St-Woodside (7),456,Queens,40.74563,-73.902985,POINT (-73.902985 40.74563),2023,13560.98077,9.515025625
61 St-Woodside (7),456,Queens,40.74563,-73.902985,POINT (-73.902985 40.74563),2024,12366.14465,9.42279861
"63 Dr-Rego Park (M,R)",263,Queens,40.729847,-73.8616,POINT (-73.8616 40.729847),2023,10181.99359,9.228474313
"63 Dr-Rego Park (M,R)",263,Queens,40.729847,-73.8616,POINT (-73.8616 40.729847),2024,9936.402516,9.204060949
"65 St (M,R)",268,Queens,40.74967,-73.89845,POINT (-73.89845 40.74967),2023,2368.288462,7.770344962
"65 St (M,R)",268,Queens,40.74967,-73.89845,POINT (-73.89845 40.74967),2024,2437.012579,7.798938469
66 St-Lincoln Center (1),314,Manhattan,40.77344,-73.98221,POINT (-73.98221 40.77344),2023,15619.23718,9.656322608
66 St-Lincoln Center (1),314,Manhattan,40.77344,-73.98221,POINT (-73.98221 40.77344),2024,15527.32075,9.650420781
"67 Av (M,R)",262,Queens,40.726524,-73.85272,POINT (-73.85272 40.726524),2023,5772.833333,8.661091495
"67 Av (M,R)",262,Queens,40.726524,-73.85272,POINT (-73.85272 40.726524),2024,5811.327044,8.667736294
68 St-Hunter College (6),399,Manhattan,40.768143,-73.96387,POINT (-73.96387 40.768143),2023,18720.76923,9.837442256
68 St-Hunter College (6),399,Manhattan,40.768143,-73.96387,POINT (-73.96387 40.768143),2024,19027.15723,9.853675121
69 St (7),455,Queens,40.746326,-73.8964,POINT (-73.8964 40.746326),2023,4303.262821,8.367361164
69 St (7),455,Queens,40.746326,-73.8964,POINT (-73.8964 40.746326),2024,4482.584906,8.408178208
"7 Av (B,Q)",41,Brooklyn,40.67705,-73.97237,POINT (-73.97237 40.67705),2023,7465.474359,8.918178193
"7 Av (B,Q)",41,Brooklyn,40.67705,-73.97237,POINT (-73.97237 40.67705),2024,7427.194969,8.91303817
"7 Av (E,B,D)",277,Manhattan,40.762863,-73.981636,POINT (-73.981636 40.762863),2023,13173.66026,9.486050586
"7 Av (E,B,D)",277,Manhattan,40.762863,-73.981636,POINT (-73.981636 40.762863),2024,14197.33962,9.560880309
"7 Av (F,G)",240,Brooklyn,40.66627,-73.98031,POINT (-73.98031 40.66627),2023,8907.596154,9.09477195
"7 Av (F,G)",240,Brooklyn,40.66627,-73.98031,POINT (-73.98031 40.66627),2024,9046.836478,9.110280945
71 St (D),64,Brooklyn,40.61959,-73.99886,POINT (-73.99886 40.61959),2023,3450.237179,8.146488048
71 St (D),64,Brooklyn,40.61959,-73.99886,POINT (-73.99886 40.61959),2024,3469.471698,8.1520458
"72 St (1,2,3)",313,Manhattan,40.778454,-73.98197,POINT (-73.98197 40.778454),2023,27812.73077,10.23328509
"72 St (1,2,3)",313,Manhattan,40.778454,-73.98197,POINT (-73.98197 40.778454),2024,29017.99371,10.27570585
"72 St (C,B)",160,Manhattan,40.775593,-73.97641,POINT (-73.97641 40.775593),2023,7023.282051,8.85712829
"72 St (C,B)",160,Manhattan,40.775593,-73.97641,POINT (-73.97641 40.775593),2024,7676.207547,8.946011159
72 St (Q),477,Manhattan,40.7688,-73.95843,POINT (-73.95843 40.7688),2023,22106.51923,10.00367307
72 St (Q),477,Manhattan,40.7688,-73.95843,POINT (-73.95843 40.7688),2024,23477.59748,10.06384454
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616,Queens,40.74685,-73.891335,POINT (-73.891335 40.74685),2023,43866.5,10.68892901
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616,Queens,40.74685,-73.891335,POINT (-73.891335 40.74685),2024,45357.85535,10.7223607
"75 Av (E,F)",260,Queens,40.71833,-73.837326,POINT (-73.837326 40.71833),2023,2326.096154,7.752376483
"75 Av (E,F)",260,Queens,40.71833,-73.837326,POINT (-73.837326 40.71833),2024,2475.72327,7.814691704
"75 St-Elderts Ln (J,Z)",85,Queens,40.691322,-73.86714,POINT (-73.86714 40.691322),2023,1414.858974,7.255491675
"75 St-Elderts Ln (J,Z)",85,Queens,40.691322,-73.86714,POINT (-73.86714 40.691322),2024,1589.100629,7.371552582
77 St (6),398,Manhattan,40.77362,-73.95988,POINT (-73.95988 40.77362),2023,20816.02564,9.943526471
77 St (6),398,Manhattan,40.77362,-73.95988,POINT (-73.95988 40.77362),2024,21500.54717,9.975880173
77 St (R),37,Brooklyn,40.62974,-74.02551,POINT (-74.02551 40.62974),2023,3988.070513,8.291313529
77 St (R),37,Brooklyn,40.62974,-74.02551,POINT (-74.02551 40.62974),2024,4057.144654,8.308481166
79 St (1),312,Manhattan,40.783936,-73.97992,POINT (-73.97992 40.783936),2023,10886.55769,9.29537592
79 St (1),312,Manhattan,40.783936,-73.97992,POINT (-73.97992 40.783936),2024,10144.30189,9.224766009
79 St (D),65,Brooklyn,40.613503,-74.00061,POINT (-74.00061 40.613503),2023,4289.660256,8.364195906
79 St (D),65,Brooklyn,40.613503,-74.00061,POINT (-74.00061 40.613503),2024,4574.578616,8.428488443
8 Av (N),71,Brooklyn,40.635063,-74.01172,POINT (-74.01172 40.635063),2023,7998.064103,8.987079827
8 Av (N),71,Brooklyn,40.635063,-74.01172,POINT (-74.01172 40.635063),2024,8059.308176,8.99470707
"8 St-NYU (R,W)",16,Manhattan,40.730328,-73.99263,POINT (-73.99263 40.730328),2023,11496.89744,9.349919466
"8 St-NYU (R,W)",16,Manhattan,40.730328,-73.99263,POINT (-73.99263 40.730328),2024,12139.85535,9.404331519
80 St (A),190,Queens,40.67937,-73.85899,POINT (-73.85899 40.67937),2023,3087.820513,8.035544586
80 St (A),190,Queens,40.67937,-73.85899,POINT (-73.85899 40.67937),2024,2967.754717,7.995897857
"81 St-Museum of Natural History (C,B)",159,Manhattan,40.781433,-73.972145,POINT (-73.972145 40.781433),2023,10051.57051,9.215583653
"81 St-Museum of Natural History (C,B)",159,Manhattan,40.781433,-73.972145,POINT (-73.972145 40.781433),2024,10200.80503,9.230319947
82 St-Jackson Hts (7),453,Queens,40.747658,-73.8837,POINT (-73.8837 40.747658),2023,8312.115385,9.025589713
82 St-Jackson Hts (7),453,Queens,40.747658,-73.8837,POINT (-73.8837 40.747658),2024,7141.251572,8.873783352
85 St-Forest Pkwy (J),84,Queens,40.692436,-73.86001,POINT (-73.86001 40.692436),2023,2970.948718,7.996973151
85 St-Forest Pkwy (J),84,Queens,40.692436,-73.86001,POINT (-73.86001 40.692436),2024,2439.327044,7.799887344
86 St (1),311,Manhattan,40.788643,-73.97622,POINT (-73.97622 40.788643),2023,12796.96795,9.457041683
86 St (1),311,Manhattan,40.788643,-73.97622,POINT (-73.97622 40.788643),2024,12210.60377,9.410141908
"86 St (4,5,6)",397,Manhattan,40.77949,-73.95559,POINT (-73.95559 40.77949),2023,33224.67949,10.41107833
"86 St (4,5,6)",397,Manhattan,40.77949,-73.95559,POINT (-73.95559 40.77949),2024,34349.30818,10.44436627
"86 St (C,B)",158,Manhattan,40.78587,-73.96892,POINT (-73.96892 40.78587),2023,8198.717949,9.011855036
"86 St (C,B)",158,Manhattan,40.78587,-73.96892,POINT (-73.96892 40.78587),2024,8644.119497,9.064750221
86 St (N),79,Brooklyn,40.59272,-73.97823,POINT (-73.97823 40.59272),2023,1781.403846,7.485718208
86 St (N),79,Brooklyn,40.59272,-73.97823,POINT (-73.97823 40.59272),2024,1807.207547,7.500091328
86 St (Q),476,Manhattan,40.77789,-73.95179,POINT (-73.95179 40.77789),2023,17380.04487,9.763135516
86 St (Q),476,Manhattan,40.77789,-73.95179,POINT (-73.95179 40.77789),2024,17970.62264,9.796549273
86 St (R),38,Brooklyn,40.62269,-74.0284,POINT (-74.0284 40.62269),2023,8722.352564,9.073758911
86 St (R),38,Brooklyn,40.62269,-74.0284,POINT (-74.0284 40.62269),2024,8518.471698,9.050109611
88 St (A),191,Queens,40.679844,-73.85147,POINT (-73.85147 40.679844),2023,2011.211538,7.606989664
88 St (A),191,Queens,40.679844,-73.85147,POINT (-73.85147 40.679844),2024,1963.132075,7.582805735
9 Av (D),59,Brooklyn,40.646294,-73.99432,POINT (-73.99432 40.646294),2023,3984.217949,8.290347282
9 Av (D),59,Brooklyn,40.646294,-73.99432,POINT (-73.99432 40.646294),2024,3990.540881,8.291932621
90 St-Elmhurst Av (7),452,Queens,40.74841,-73.87661,POINT (-73.87661 40.74841),2023,13828.05769,9.534527287
90 St-Elmhurst Av (7),452,Queens,40.74841,-73.87661,POINT (-73.87661 40.74841),2024,14571.99371,9.586925349
"96 St (1,2,3)",310,Manhattan,40.79392,-73.97232,POINT (-73.97232 40.79392),2023,25041.89744,10.12834553
"96 St (1,2,3)",310,Manhattan,40.79392,-73.97232,POINT (-73.97232 40.79392),2024,25314.25786,10.13916257
96 St (6),396,Manhattan,40.78567,-73.95107,POINT (-73.95107 40.78567),2023,13098.82051,9.480353808
96 St (6),396,Manhattan,40.78567,-73.95107,POINT (-73.95107 40.78567),2024,13272.79245,9.493546878
"96 St (C,B)",157,Manhattan,40.79164,-73.9647,POINT (-73.9647 40.79164),2023,7196.935897,8.881549583
"96 St (C,B)",157,Manhattan,40.79164,-73.9647,POINT (-73.9647 40.79164),2024,7382.773585,8.907040113
96 St (Q),475,Manhattan,40.784317,-73.94715,POINT (-73.94715 40.784317),2023,12649.77564,9.445473808
96 St (Q),475,Manhattan,40.784317,-73.94715,POINT (-73.94715 40.784317),2024,12977.30189,9.471034156
Alabama Av (J),91,Brooklyn,40.67699,-73.89865,POINT (-73.89865 40.67699),2023,1300.538462,7.171302276
Alabama Av (J),91,Brooklyn,40.67699,-73.89865,POINT (-73.89865 40.67699),2024,1301.194969,7.171806557
"Allerton Av (2,5)",423,Bronx,40.865463,-73.867355,POINT (-73.867355 40.865463),2023,2871.076923,7.962790714
"Allerton Av (2,5)",423,Bronx,40.865463,-73.867355,POINT (-73.867355 40.865463),2024,2672.805031,7.891257842
Aqueduct Racetrack (A),196,Queens,40.672096,-73.83592,POINT (-73.83592 40.672096),2023,557.4358974,6.325139836
Aqueduct Racetrack (A),196,Queens,40.672096,-73.83592,POINT (-73.83592 40.672096),2024,483.490566,6.18309796
Aqueduct-N Conduit Av (A),197,Queens,40.668236,-73.83406,POINT (-73.83406 40.668236),2023,594.1794872,6.388863019
Aqueduct-N Conduit Av (A),197,Queens,40.668236,-73.83406,POINT (-73.83406 40.668236),2024,604.408805,6.405903941
Astor Pl (6),407,Manhattan,40.730053,-73.99107,POINT (-73.99107 40.730053),2023,11506.98077,9.350796054
Astor Pl (6),407,Manhattan,40.730053,-73.99107,POINT (-73.99107 40.730053),2024,12209.23899,9.410030141
"Astoria Blvd (N,W)",2,Queens,40.77026,-73.91785,POINT (-73.91785 40.77026),2023,7803.705128,8.962482052
"Astoria Blvd (N,W)",2,Queens,40.77026,-73.91785,POINT (-73.91785 40.77026),2024,8081.603774,8.997469349
"Astoria-Ditmars Blvd (N,W)",1,Queens,40.775036,-73.91203,POINT (-73.91203 40.775036),2023,10944.58974,9.300691891
"Astoria-Ditmars Blvd (N,W)",1,Queens,40.775036,-73.91203,POINT (-73.91203 40.775036),2024,11068.65409,9.311962778
Atlantic Av (L),133,Brooklyn,40.675346,-73.9031,POINT (-73.9031 40.675346),2023,1205.653846,7.095606391
Atlantic Av (L),133,Brooklyn,40.675346,-73.9031,POINT (-73.9031 40.675346),2024,1415.754717,7.256124124
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",617,Brooklyn,40.68446,-73.97689,POINT (-73.97689 40.68446),2023,30658.94872,10.33071248
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",617,Brooklyn,40.68446,-73.97689,POINT (-73.97689 40.68446),2024,31732.14465,10.36511699
Avenue H (Q),48,Brooklyn,40.62927,-73.96164,POINT (-73.96164 40.62927),2023,2256.564103,7.72204168
Avenue H (Q),48,Brooklyn,40.62927,-73.96164,POINT (-73.96164 40.62927),2024,2336.27673,7.75674174
Avenue I (F),246,Brooklyn,40.62532,-73.97613,POINT (-73.97613 40.62532),2023,1407.583333,7.25033975
Avenue I (F),246,Brooklyn,40.62532,-73.97613,POINT (-73.97613 40.62532),2024,1225.849057,7.112204419
Avenue J (Q),49,Brooklyn,40.62504,-73.9608,POINT (-73.9608 40.62504),2023,3956.564103,8.283383989
Avenue J (Q),49,Brooklyn,40.62504,-73.9608,POINT (-73.9608 40.62504),2024,3864.037736,8.259726724
Avenue M (Q),50,Brooklyn,40.61762,-73.9594,POINT (-73.9594 40.61762),2023,4118.032051,8.323373476
Avenue M (Q),50,Brooklyn,40.61762,-73.9594,POINT (-73.9594 40.61762),2024,3997.169811,8.293591988
Avenue N (F),248,Brooklyn,40.61514,-73.9742,POINT (-73.9742 40.61514),2023,2191.416667,7.692759715
Avenue N (F),248,Brooklyn,40.61514,-73.9742,POINT (-73.9742 40.61514),2024,1989.968553,7.59637651
Avenue P (F),249,Brooklyn,40.608944,-73.97302,POINT (-73.97302 40.608944),2023,1941.538462,7.571750882
Avenue P (F),249,Brooklyn,40.608944,-73.97302,POINT (-73.97302 40.608944),2024,1785.081761,7.487779539
Avenue U (F),251,Brooklyn,40.59606,-73.97336,POINT (-73.97336 40.59606),2023,1452.461538,7.281703258
Avenue U (F),251,Brooklyn,40.59606,-73.97336,POINT (-73.97336 40.59606),2024,1343.679245,7.203910784
Avenue U (N),78,Brooklyn,40.597473,-73.97913,POINT (-73.97913 40.597473),2023,2787.801282,7.933367134
Avenue U (N),78,Brooklyn,40.597473,-73.97913,POINT (-73.97913 40.597473),2024,2787.515723,7.933264734
Avenue U (Q),52,Brooklyn,40.5993,-73.95593,POINT (-73.95593 40.5993),2023,5161.897436,8.549253219
Avenue U (Q),52,Brooklyn,40.5993,-73.95593,POINT (-73.95593 40.5993),2024,4984.937107,8.51437665
Avenue X (F),252,Brooklyn,40.58962,-73.97425,POINT (-73.97425 40.58962),2023,1940.589744,7.571262372
Avenue X (F),252,Brooklyn,40.58962,-73.97425,POINT (-73.97425 40.58962),2024,1754.503145,7.470510787
Bay 50 St (D),70,Brooklyn,40.58884,-73.983765,POINT (-73.983765 40.58884),2023,1916.929487,7.559001491
Bay 50 St (D),70,Brooklyn,40.58884,-73.983765,POINT (-73.983765 40.58884),2024,1896.735849,7.548416796
Bay Pkwy (D),68,Brooklyn,40.601875,-73.99373,POINT (-73.99373 40.601875),2023,5559.923077,8.623519394
Bay Pkwy (D),68,Brooklyn,40.601875,-73.99373,POINT (-73.99373 40.601875),2024,5311.371069,8.577793544
Bay Pkwy (F),247,Brooklyn,40.62077,-73.975266,POINT (-73.975266 40.62077),2023,1026.326923,6.934715487
Bay Pkwy (F),247,Brooklyn,40.62077,-73.975266,POINT (-73.975266 40.62077),2024,873.427673,6.773569584
Bay Pkwy (N),76,Brooklyn,40.611816,-73.98185,POINT (-73.98185 40.611816),2023,5086.128205,8.534468747
Bay Pkwy (N),76,Brooklyn,40.611816,-73.98185,POINT (-73.98185 40.611816),2024,5005.044025,8.518401266
Bay Ridge Av (R),36,Brooklyn,40.634968,-74.02338,POINT (-74.02338 40.634968),2023,5777.051282,8.661821756
Bay Ridge Av (R),36,Brooklyn,40.634968,-74.02338,POINT (-74.02338 40.634968),2024,5784.27044,8.663070387
Bay Ridge-95 St (R),39,Brooklyn,40.616623,-74.030876,POINT (-74.030876 40.616623),2023,4047.666667,8.306142888
Bay Ridge-95 St (R),39,Brooklyn,40.616623,-74.030876,POINT (-74.030876 40.616623),2024,4111.899371,8.321883502
Baychester Av (5),443,Bronx,40.878662,-73.83859,POINT (-73.83859 40.878662),2023,1940.769231,7.571354811
Baychester Av (5),443,Bronx,40.878662,-73.83859,POINT (-73.83859 40.878662),2024,1835.798742,7.515779521
"Beach 105 St (A,S)",202,Queens,40.58321,-73.82756,POINT (-73.82756 40.58321),2023,182.224359,5.210711407
"Beach 105 St (A,S)",202,Queens,40.58321,-73.82756,POINT (-73.82756 40.58321),2024,206.0880503,5.333144067
Beach 25 St (A),208,Queens,40.600067,-73.76135,POINT (-73.76135 40.600067),2023,1114.935897,7.017448702
Beach 25 St (A),208,Queens,40.600067,-73.76135,POINT (-73.76135 40.600067),2024,1046.584906,6.954242704
Beach 36 St (A),207,Queens,40.595398,-73.76817,POINT (-73.76817 40.595398),2023,584.1089744,6.371798111
Beach 36 St (A),207,Queens,40.595398,-73.76817,POINT (-73.76817 40.595398),2024,541.0943396,6.295440045
Beach 44 St (A),206,Queens,40.59294,-73.77602,POINT (-73.77602 40.59294),2023,489.7179487,6.19586952
Beach 44 St (A),206,Queens,40.59294,-73.77602,POINT (-73.77602 40.59294),2024,510.1509434,6.236664935
Beach 60 St (A),205,Queens,40.592373,-73.78852,POINT (-73.78852 40.592373),2023,1194.884615,7.086641454
Beach 60 St (A),205,Queens,40.592373,-73.78852,POINT (-73.78852 40.592373),2024,1115.566038,7.018013217
Beach 67 St (A),204,Queens,40.590927,-73.79692,POINT (-73.79692 40.590927),2023,1536.24359,7.337746215
Beach 67 St (A),204,Queens,40.590927,-73.79692,POINT (-73.79692 40.590927),2024,1522.81761,7.328974051
"Beach 90 St (A,S)",200,Queens,40.588036,-73.813644,POINT (-73.813644 40.588036),2023,490.4102564,6.197279332
"Beach 90 St (A,S)",200,Queens,40.588036,-73.813644,POINT (-73.813644 40.588036),2024,499.1383648,6.21488479
"Beach 98 St (A,S)",201,Queens,40.585308,-73.82056,POINT (-73.82056 40.585308),2023,308.6923077,5.735579249
"Beach 98 St (A,S)",201,Queens,40.585308,-73.82056,POINT (-73.82056 40.585308),2024,307.8805031,5.732954481
Bedford Av (L),120,Brooklyn,40.717304,-73.95687,POINT (-73.95687 40.717304),2023,24335.62179,10.09973756
Bedford Av (L),120,Brooklyn,40.717304,-73.95687,POINT (-73.95687 40.717304),2024,25150.78616,10.13268419
"Bedford Park Blvd (B,D)",211,Bronx,40.873245,-73.88714,POINT (-73.88714 40.873245),2023,4418.647436,8.393815206
"Bedford Park Blvd (B,D)",211,Bronx,40.873245,-73.88714,POINT (-73.88714 40.873245),2024,4113.339623,8.32223362
Bedford Park Blvd-Lehman College (4),380,Bronx,40.873413,-73.89006,POINT (-73.89006 40.873413),2023,3783.653846,8.238709708
Bedford Park Blvd-Lehman College (4),380,Bronx,40.873413,-73.89006,POINT (-73.89006 40.873413),2024,3583.742138,8.184441823
Bedford-Nostrand Avs (G),289,Brooklyn,40.68963,-73.95352,POINT (-73.95352 40.68963),2023,6221.99359,8.736006354
Bedford-Nostrand Avs (G),289,Brooklyn,40.68963,-73.95352,POINT (-73.95352 40.68963),2024,6301.314465,8.74867222
"Bergen St (2,3)",339,Brooklyn,40.68083,-73.9751,POINT (-73.9751 40.68083),2023,3166.019231,8.060546119
"Bergen St (2,3)",339,Brooklyn,40.68083,-73.9751,POINT (-73.9751 40.68083),2024,3481.610063,8.15553731
"Bergen St (F,G)",236,Brooklyn,40.686146,-73.99086,POINT (-73.99086 40.686146),2023,8614.801282,9.061353155
"Bergen St (F,G)",236,Brooklyn,40.686146,-73.99086,POINT (-73.99086 40.686146),2024,8422.371069,9.038765392
Beverley Rd (Q),45,Brooklyn,40.64403,-73.96449,POINT (-73.96449 40.64403),2023,2587.647436,7.858890793
Beverley Rd (Q),45,Brooklyn,40.64403,-73.96449,POINT (-73.96449 40.64403),2024,2917.163522,7.978709767
"Beverly Rd (2,5)",357,Brooklyn,40.6451,-73.94896,POINT (-73.94896 40.6451),2023,3126.634615,8.048032284
"Beverly Rd (2,5)",357,Brooklyn,40.6451,-73.94896,POINT (-73.94896 40.6451),2024,3192.716981,8.068940715
"Bowery (J,Z)",103,Manhattan,40.72028,-73.99391,POINT (-73.99391 40.72028),2023,2443.596154,7.801635216
"Bowery (J,Z)",103,Manhattan,40.72028,-73.99391,POINT (-73.99391 40.72028),2024,2461.943396,7.809112416
"Bowling Green (4,5)",414,Manhattan,40.70482,-74.01407,POINT (-74.01407 40.70482),2023,17430.84615,9.766054051
"Bowling Green (4,5)",414,Manhattan,40.70482,-74.01407,POINT (-74.01407 40.70482),2024,17700.8805,9.781426156
"Briarwood (E,F)",258,Queens,40.70918,-73.82057,POINT (-73.82057 40.70918),2023,3599.025641,8.188696247
"Briarwood (E,F)",258,Queens,40.70918,-73.82057,POINT (-73.82057 40.70918),2024,3645.150943,8.201427354
"Brighton Beach (B,Q)",55,Brooklyn,40.57762,-73.96137,POINT (-73.96137 40.57762),2023,8573.205128,9.056513571
"Brighton Beach (B,Q)",55,Brooklyn,40.57762,-73.96137,POINT (-73.96137 40.57762),2024,8074.339623,8.996570206
"Broad Channel (A,S)",199,Queens,40.608383,-73.815926,POINT (-73.815926 40.608383),2023,204.1346154,5.323666424
"Broad Channel (A,S)",199,Queens,40.608383,-73.815926,POINT (-73.815926 40.608383),2024,215.4528302,5.377372649
"Broad St (J,Z)",107,Manhattan,40.706474,-74.011055,POINT (-74.011055 40.706474),2023,4297.955128,8.366127279
"Broad St (J,Z)",107,Manhattan,40.706474,-74.011055,POINT (-74.011055 40.706474),2024,4533.654088,8.419504084
Broadway (G),286,Brooklyn,40.706093,-73.95031,POINT (-73.95031 40.706093),2023,3461.442308,8.149729488
Broadway (G),286,Brooklyn,40.706093,-73.95031,POINT (-73.95031 40.706093),2024,3117.379085,8.045068622
"Broadway (N,W)",4,Queens,40.76182,-73.92551,POINT (-73.92551 40.76182),2023,8925.487179,9.096778224
"Broadway (N,W)",4,Queens,40.76182,-73.92551,POINT (-73.92551 40.76182),2024,9133.081761,9.119767945
"Broadway Junction (A,C,J,L,Z)",621,Brooklyn,40.678333,-73.90532,POINT (-73.90532 40.678333),2023,5341.262821,8.583404591
"Broadway Junction (A,C,J,L,Z)",621,Brooklyn,40.678333,-73.90532,POINT (-73.90532 40.678333),2024,5624.899371,8.635136102
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619,Manhattan,40.725914,-73.99466,POINT (-73.99466 40.725914),2023,28038.20513,10.24135899
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619,Manhattan,40.725914,-73.99466,POINT (-73.99466 40.725914),2024,29515.50314,10.29270481
"Bronx Park East (2,5)",425,Bronx,40.848827,-73.868454,POINT (-73.868454 40.848827),2023,1542.185897,7.341604323
"Bronx Park East (2,5)",425,Bronx,40.848827,-73.868454,POINT (-73.868454 40.848827),2024,1470.54717,7.294069623
Brook Av (6),376,Bronx,40.807568,-73.91924,POINT (-73.91924 40.807568),2023,3533.455128,8.17031443
Brook Av (6),376,Bronx,40.807568,-73.91924,POINT (-73.91924 40.807568),2024,3352.943396,8.117892066
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622,Manhattan,40.71324,-74.0034,POINT (-74.0034 40.71324),2023,20362.94872,9.921521397
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622,Manhattan,40.71324,-74.0034,POINT (-74.0034 40.71324),2024,20350.30189,9.920900164
"Bryant Pk (B,D,F,M)/5 Av (7)",609,Manhattan,40.754223,-73.981964,POINT (-73.981964 40.754223),2023,38281.01923,10.55273559
"Bryant Pk (B,D,F,M)/5 Av (7)",609,Manhattan,40.754223,-73.981964,POINT (-73.981964 40.754223),2024,40991.16352,10.62113619
Buhre Av (6),361,Bronx,40.84681,-73.832565,POINT (-73.832565 40.84681),2023,2669.685897,7.890090609
Buhre Av (6),361,Bronx,40.84681,-73.832565,POINT (-73.832565 40.84681),2024,2615.446541,7.869572394
"Burke Av (2,5)",422,Bronx,40.871357,-73.867165,POINT (-73.867165 40.871357),2023,1784.576923,7.487496848
"Burke Av (2,5)",422,Bronx,40.871357,-73.867165,POINT (-73.867165 40.871357),2024,1657.062893,7.413405268
Burnside Av (4),384,Bronx,40.853455,-73.907684,POINT (-73.907684 40.853455),2023,5846.044872,8.673691662
Burnside Av (4),384,Bronx,40.853455,-73.907684,POINT (-73.907684 40.853455),2024,6179.283019,8.729119345
Bushwick Av-Aberdeen St (L),131,Brooklyn,40.68283,-73.90525,POINT (-73.90525 40.68283),2023,1738.865385,7.461563024
Bushwick Av-Aberdeen St (L),131,Brooklyn,40.68283,-73.90525,POINT (-73.90525 40.68283),2024,1780.050314,7.484958534
Canal St (1),325,Manhattan,40.722855,-74.00628,POINT (-74.00628 40.722855),2023,3928.49359,8.276265839
Canal St (1),325,Manhattan,40.722855,-74.00628,POINT (-74.00628 40.722855),2024,4142.106918,8.329201249
"Canal St (A,C,E)",169,Manhattan,40.720825,-74.005226,POINT (-74.005226 40.720825),2023,13507.05769,9.511041652
"Canal St (A,C,E)",169,Manhattan,40.720825,-74.005226,POINT (-74.005226 40.720825),2024,13848.84277,9.536029159
"Canal St (J,N,Q,R,W,Z,6)",623,Manhattan,40.71953,-73.99989,POINT (-73.99989 40.71953),2023,31026.58333,10.34263187
"Canal St (J,N,Q,R,W,Z,6)",623,Manhattan,40.71953,-73.99989,POINT (-73.99989 40.71953),2024,32079.84906,10.37601453
Canarsie-Rockaway Pkwy (L),138,Brooklyn,40.646652,-73.90185,POINT (-73.90185 40.646652),2023,2362.685897,7.767977501
Canarsie-Rockaway Pkwy (L),138,Brooklyn,40.646652,-73.90185,POINT (-73.90185 40.646652),2024,1863.037736,7.53050024
