station_complex,station_complex_id,borough,latitude,longitude,geometry,year,annual_weekday_avg_ridership,log_ridership
"Carroll St (F,G)",237,Brooklyn,40.6803,-73.99505,POINT (-73.99505 40.6803),2023,8791.942308,9.081704668
"Carroll St (F,G)",237,Brooklyn,40.6803,-73.99505,POINT (-73.99505 40.6803),2024,8947.672956,9.099260527
Castle Hill Av (6),365,Bronx,40.834255,-73.85122,POINT (-73.85122 40.834255),2023,3726.903846,8.223601383
Castle Hill Av (6),365,Bronx,40.834255,-73.85122,POINT (-73.85122 40.834255),2024,3715.446541,8.22052326
Cathedral Pkwy (110 St) (1),308,Manhattan,40.803967,-73.96685,POINT (-73.96685 40.803967),2023,8805.416667,9.083235901
Cathedral Pkwy (110 St) (1),308,Manhattan,40.803967,-73.96685,POINT (-73.96685 40.803967),2024,8959.811321,9.100616051
"Cathedral Pkwy (110 St) (C,B)",155,Manhattan,40.800602,-73.95816,POINT (-73.95816 40.800602),2023,5306.134615,8.576807348
"Cathedral Pkwy (110 St) (C,B)",155,Manhattan,40.800602,-73.95816,POINT (-73.95816 40.800602),2024,5415.377358,8.597182487
Central Av (M),114,Brooklyn,40.697857,-73.9274,POINT (-73.9274 40.697857),2023,2775.410256,7.928914098
Central Av (M),114,Brooklyn,40.697857,-73.9274,POINT (-73.9274 40.697857),2024,2880.949686,7.966222318
"Central Park North (110 St) (2,3)",441,Manhattan,40.799076,-73.95182,POINT (-73.95182 40.799076),2023,5040.666667,8.525491994
"Central Park North (110 St) (2,3)",441,Manhattan,40.799076,-73.95182,POINT (-73.95182 40.799076),2024,4785.471698,8.473548822
"Chambers St (1,2,3)",327,Manhattan,40.715477,-74.00927,POINT (-74.00927 40.715477),2023,13769.05128,9.530251316
"Chambers St (1,2,3)",327,Manhattan,40.715477,-74.00927,POINT (-74.00927 40.715477),2024,14049.98742,9.550447951
"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",624,Manhattan,40.71411,-74.00858,POINT (-74.00858 40.71411),2023,43613.54487,10.68314597
"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",624,Manhattan,40.71411,-74.00858,POINT (-74.00858 40.71411),2024,46418.44654,10.74547376
"Chauncey St (J,Z)",93,Brooklyn,40.68289,-73.91045,POINT (-73.91045 40.68289),2023,1913.294872,7.557104621
"Chauncey St (J,Z)",93,Brooklyn,40.68289,-73.91045,POINT (-73.91045 40.68289),2024,1900.08805,7.550181659
Christopher St-Sheridan Sq (1),323,Manhattan,40.73342,-74.00291,POINT (-74.00291 40.73342),2023,8094.474359,8.999060463
Christopher St-Sheridan Sq (1),323,Manhattan,40.73342,-74.00291,POINT (-74.00291 40.73342),2024,8530.207547,9.051486195
"Church Av (2,5)",356,Brooklyn,40.650845,-73.94958,POINT (-73.94958 40.650845),2023,6370.487179,8.759588187
"Church Av (2,5)",356,Brooklyn,40.650845,-73.94958,POINT (-73.94958 40.650845),2024,6132.226415,8.721476222
"Church Av (B,Q)",44,Brooklyn,40.650528,-73.96298,POINT (-73.96298 40.650528),2023,10816.91026,9.288958397
"Church Av (B,Q)",44,Brooklyn,40.650528,-73.96298,POINT (-73.96298 40.650528),2024,9335.327044,9.141668204
"Church Av (F,G)",243,Brooklyn,40.64404,-73.979675,POINT (-73.979675 40.64404),2023,6726.717949,8.813991279
"Church Av (F,G)",243,Brooklyn,40.64404,-73.979675,POINT (-73.979675 40.64404),2024,6563.503145,8.789432101
"City Hall (R,W)",20,Manhattan,40.713284,-74.00698,POINT (-74.00698 40.713284),2023,4037.737179,8.303687343
"City Hall (R,W)",20,Manhattan,40.713284,-74.00698,POINT (-74.00698 40.713284),2024,4204.754717,8.344209037
"Clark St (2,3)",334,Brooklyn,40.697468,-73.99309,POINT (-73.99309 40.697468),2023,4636.044872,8.441832561
"Clark St (2,3)",334,Brooklyn,40.697468,-73.99309,POINT (-73.99309 40.697468),2024,5215.138365,8.55951263
Classon Av (G),290,Brooklyn,40.688873,-73.96007,POINT (-73.96007 40.688873),2023,4246.198718,8.354014919
Classon Av (G),290,Brooklyn,40.688873,-73.96007,POINT (-73.96007 40.688873),2024,3786.767296,8.23953202
Cleveland St (J),89,Brooklyn,40.679947,-73.884636,POINT (-73.884636 40.679947),2023,1444.653846,7.276316987
Cleveland St (J),89,Brooklyn,40.679947,-73.884636,POINT (-73.884636 40.679947),2024,1331.955975,7.195154293
Clinton-Washington Avs (C),177,Brooklyn,40.68326,-73.965836,POINT (-73.965836 40.68326),2023,5281.442308,8.572143828
Clinton-Washington Avs (C),177,Brooklyn,40.68326,-73.965836,POINT (-73.965836 40.68326),2024,5587.805031,8.628520774
Clinton-Washington Avs (G),291,Brooklyn,40.688087,-73.96684,POINT (-73.96684 40.688087),2023,4122.461538,8.324448269
Clinton-Washington Avs (G),291,Brooklyn,40.688087,-73.96684,POINT (-73.96684 40.688087),2024,3738.45283,8.226694578
"Coney Island-Stillwell Av (D,F,N,Q)",58,Brooklyn,40.577423,-73.98123,POINT (-73.98123 40.577423),2023,9918.538462,9.202261673
"Coney Island-Stillwell Av (D,F,N,Q)",58,Brooklyn,40.577423,-73.98123,POINT (-73.98123 40.577423),2024,10027.18239,9.213154647
Cortelyou Rd (Q),46,Brooklyn,40.640926,-73.96389,POINT (-73.96389 40.640926),2023,4177.307692,8.337661585
Cortelyou Rd (Q),46,Brooklyn,40.640926,-73.96389,POINT (-73.96389 40.640926),2024,4293.849057,8.36517169
"Court Sq (E,G,M,7)",606,Queens,40.747845,-73.94383,POINT (-73.94383 40.747845),2023,17991.69231,9.797720972
"Court Sq (E,G,M,7)",606,Queens,40.747845,-73.94383,POINT (-73.94383 40.747845),2024,19776.1195,9.892280968
"Court St (R)/Borough Hall (2,3,4,5)",620,Brooklyn,40.69322,-73.99,POINT (-73.99 40.69322),2023,22114.39744,10.00402936
"Court St (R)/Borough Hall (2,3,4,5)",620,Brooklyn,40.69322,-73.99,POINT (-73.99 40.69322),2024,22536.55975,10.02293852
"Crescent St (J,Z)",87,Brooklyn,40.683193,-73.87379,POINT (-73.87379 40.683193),2023,2388.737179,7.778938672
"Crescent St (J,Z)",87,Brooklyn,40.683193,-73.87379,POINT (-73.87379 40.683193),2024,2264.069182,7.725360582
"Crown Hts-Utica Av (3,4)",345,Brooklyn,40.668896,-73.932945,POINT (-73.932945 40.668896),2023,16927.27564,9.736740618
"Crown Hts-Utica Av (3,4)",345,Brooklyn,40.668896,-73.932945,POINT (-73.932945 40.668896),2024,17023.48428,9.742407838
Cypress Av (6),375,Bronx,40.805367,-73.91404,POINT (-73.91404 40.805367),2023,1652.551282,7.410680546
Cypress Av (6),375,Bronx,40.805367,-73.91404,POINT (-73.91404 40.805367),2024,2014.245283,7.608496196
Cypress Hills (J),86,Brooklyn,40.68994,-73.87255,POINT (-73.87255 40.68994),2023,1049.826923,6.957332679
Cypress Hills (J),86,Brooklyn,40.68994,-73.87255,POINT (-73.87255 40.68994),2024,987.9119497,6.896605298
"DeKalb Av (B,Q,R)",26,Brooklyn,40.690636,-73.98183,POINT (-73.98183 40.690636),2023,14434.79487,9.577466156
"DeKalb Av (B,Q,R)",26,Brooklyn,40.690636,-73.98183,POINT (-73.98183 40.690636),2024,16269.34591,9.697099461
DeKalb Av (L),127,Brooklyn,40.70381,-73.91843,POINT (-73.91843 40.70381),2023,8677.25,9.068575174
DeKalb Av (L),127,Brooklyn,40.70381,-73.91843,POINT (-73.91843 40.70381),2024,9069.459119,9.112778161
"Delancey St (F)/Essex St (J,M,Z)",625,Manhattan,40.718613,-73.987434,POINT (-73.987434 40.718613),2023,20892.26282,9.947182033
"Delancey St (F)/Essex St (J,M,Z)",625,Manhattan,40.718613,-73.987434,POINT (-73.987434 40.718613),2024,20828.23899,9.944112999
Ditmas Av (F),244,Brooklyn,40.63612,-73.97817,POINT (-73.97817 40.63612),2023,3083.615385,8.034182256
Ditmas Av (F),244,Brooklyn,40.63612,-73.97817,POINT (-73.97817 40.63612),2024,2902.484277,7.97366677
Dyckman St (1),299,Manhattan,40.86053,-73.92554,POINT (-73.92554 40.86053),2023,4733.737179,8.462681498
Dyckman St (1),299,Manhattan,40.86053,-73.92554,POINT (-73.92554 40.86053),2024,4583.993711,8.430544013
Dyckman St (A),144,Manhattan,40.86549,-73.92727,POINT (-73.92727 40.86549),2023,4196.673077,8.342285621
Dyckman St (A),144,Manhattan,40.86549,-73.92727,POINT (-73.92727 40.86549),2024,4378.584906,8.384709228
E 143 St-St Mary's St (6),374,Bronx,40.80872,-73.90765,POINT (-73.90765 40.80872),2023,923.5897436,6.829350119
E 143 St-St Mary's St (6),374,Bronx,40.80872,-73.90765,POINT (-73.90765 40.80872),2024,937.2704403,6.844038223
E 149 St (6),373,Bronx,40.81212,-73.9041,POINT (-73.9041 40.81212),2023,3153.698718,8.056648277
E 149 St (6),373,Bronx,40.81212,-73.9041,POINT (-73.9041 40.81212),2024,2972.081761,7.997354324
"E 180 St (2,5)",426,Bronx,40.841892,-73.87349,POINT (-73.87349 40.841892),2023,5762.269231,8.659260167
"E 180 St (2,5)",426,Bronx,40.841892,-73.87349,POINT (-73.87349 40.841892),2024,5612.119497,8.632861904
East 105 St (L),137,Brooklyn,40.650574,-73.89948,POINT (-73.89948 40.650574),2023,2095.358974,7.647957297
East 105 St (L),137,Brooklyn,40.650574,-73.89948,POINT (-73.89948 40.650574),2024,1977.471698,7.590079956
East Broadway (F),234,Manhattan,40.713715,-73.99017,POINT (-73.99017 40.713715),2023,11207.02564,9.324385376
East Broadway (F),234,Manhattan,40.713715,-73.99017,POINT (-73.99017 40.713715),2024,10666.20126,9.27492901
Eastchester-Dyre Av (5),442,Bronx,40.8883,-73.83083,POINT (-73.83083 40.8883),2023,2789.801282,7.934084031
Eastchester-Dyre Av (5),442,Bronx,40.8883,-73.83083,POINT (-73.83083 40.8883),2024,2608.622642,7.866960908
"Eastern Pkwy-Brooklyn Museum (2,3)",341,Brooklyn,40.671986,-73.96438,POINT (-73.96438 40.671986),2023,3337.282051,8.113211598
"Eastern Pkwy-Brooklyn Museum (2,3)",341,Brooklyn,40.671986,-73.96438,POINT (-73.96438 40.671986),2024,3424.553459,8.139018332
Elder Av (6),369,Bronx,40.828583,-73.87916,POINT (-73.87916 40.828583),2023,3858.237179,8.258224821
Elder Av (6),369,Bronx,40.828583,-73.87916,POINT (-73.87916 40.828583),2024,3531.301887,8.16970503
"Elmhurst Av (M,R)",266,Queens,40.742455,-73.88202,POINT (-73.88202 40.742455),2023,8635.288462,9.063728193
"Elmhurst Av (M,R)",266,Queens,40.742455,-73.88202,POINT (-73.88202 40.742455),2024,9144.264151,9.120991445
"Euclid Av (A,C)",188,Brooklyn,40.675377,-73.87211,POINT (-73.87211 40.675377),2023,7054.089744,8.861504585
"Euclid Av (A,C)",188,Brooklyn,40.675377,-73.87211,POINT (-73.87211 40.675377),2024,7004.572327,8.854461158
Far Rockaway-Mott Av (A),209,Queens,40.603996,-73.7554,POINT (-73.7554 40.603996),2023,2903.846154,7.974135709
Far Rockaway-Mott Av (A),209,Queens,40.603996,-73.7554,POINT (-73.7554 40.603996),2024,3227.301887,8.079711546
"Flatbush Av-Brooklyn College (2,5)",359,Brooklyn,40.632835,-73.94764,POINT (-73.94764 40.632835),2023,13002.96795,9.473009817
"Flatbush Av-Brooklyn College (2,5)",359,Brooklyn,40.632835,-73.94764,POINT (-73.94764 40.632835),2024,13141.96855,9.483642184
Flushing Av (G),287,Brooklyn,40.70038,-73.95023,POINT (-73.95023 40.70038),2023,2441.391026,7.800732767
Flushing Av (G),287,Brooklyn,40.70038,-73.95023,POINT (-73.95023 40.70038),2024,2042.327044,7.622334662
"Flushing Av (M,J)",98,Brooklyn,40.70026,-73.941124,POINT (-73.941124 40.70026),2023,5292.75641,8.574283369
"Flushing Av (M,J)",98,Brooklyn,40.70026,-73.941124,POINT (-73.941124 40.70026),2024,5418.339623,8.597729246
Flushing-Main St (7),447,Queens,40.7596,-73.83003,POINT (-73.83003 40.7596),2023,43923.0641,10.69021761
Flushing-Main St (7),447,Queens,40.7596,-73.83003,POINT (-73.83003 40.7596),2024,45477.74843,10.72500043
Fordham Rd (4),382,Bronx,40.862804,-73.90103,POINT (-73.90103 40.862804),2023,6726.730769,8.813993184
Fordham Rd (4),382,Bronx,40.862804,-73.90103,POINT (-73.90103 40.862804),2024,5753.660377,8.657765306
"Fordham Rd (B,D)",213,Bronx,40.861298,-73.89775,POINT (-73.89775 40.861298),2023,6695.519231,8.809343153
"Fordham Rd (B,D)",213,Bronx,40.861298,-73.89775,POINT (-73.89775 40.861298),2024,5580.679245,8.62724495
Forest Av (M),110,Queens,40.704422,-73.903076,POINT (-73.903076 40.704422),2023,3179.083333,8.064662681
Forest Av (M),110,Queens,40.704422,-73.903076,POINT (-73.903076 40.704422),2024,3324.446541,8.109359242
"Forest Hills-71 Av (E,F,M,R)",261,Queens,40.72169,-73.84452,POINT (-73.84452 40.72169),2023,18968.86538,9.850606967
"Forest Hills-71 Av (E,F,M,R)",261,Queens,40.72169,-73.84452,POINT (-73.84452 40.72169),2024,19157.06289,9.860478945
Fort Hamilton Pkwy (D),60,Brooklyn,40.640915,-73.9943,POINT (-73.9943 40.640915),2023,2902.987179,7.973839961
Fort Hamilton Pkwy (D),60,Brooklyn,40.640915,-73.9943,POINT (-73.9943 40.640915),2024,2957.333333,7.992381326
"Fort Hamilton Pkwy (F,G)",242,Brooklyn,40.650784,-73.97578,POINT (-73.97578 40.650784),2023,4423.512821,8.394915454
"Fort Hamilton Pkwy (F,G)",242,Brooklyn,40.650784,-73.97578,POINT (-73.97578 40.650784),2024,4383.314465,8.385788556
Fort Hamilton Pkwy (N),72,Brooklyn,40.631386,-74.00535,POINT (-74.00535 40.631386),2023,4971.326923,8.511643203
Fort Hamilton Pkwy (N),72,Brooklyn,40.631386,-74.00535,POINT (-74.00535 40.631386),2024,4919.628931,8.501191633
"Franklin Av (2,3,4,5)/Botanic Garden (S)",626,Brooklyn,40.67068,-73.95813,POINT (-73.95813 40.67068),2023,10535.42949,9.262594006
"Franklin Av (2,3,4,5)/Botanic Garden (S)",626,Brooklyn,40.67068,-73.95813,POINT (-73.95813 40.67068),2024,10942.13208,9.300467331
"Franklin Av (C,S)",627,Brooklyn,40.68138,-73.95685,POINT (-73.95685 40.68138),2023,3815.724359,8.247147836
"Franklin Av (C,S)",627,Brooklyn,40.68138,-73.95685,POINT (-73.95685 40.68138),2024,4000.660377,8.294464648
Franklin St (1),326,Manhattan,40.71932,-74.00689,POINT (-74.00689 40.71932),2023,4659.608974,8.4469014
Franklin St (1),326,Manhattan,40.71932,-74.00689,POINT (-74.00689 40.71932),2024,4800.025157,8.476584749
"Freeman St (2,5)",429,Bronx,40.829994,-73.89187,POINT (-73.89187 40.829994),2023,2726.955128,7.91130757
"Freeman St (2,5)",429,Bronx,40.829994,-73.89187,POINT (-73.89187 40.829994),2024,2671.503145,7.89077082
Fresh Pond Rd (M),109,Queens,40.706184,-73.895874,POINT (-73.895874 40.706184),2023,4246.858974,8.354170364
Fresh Pond Rd (M),109,Queens,40.706184,-73.895874,POINT (-73.895874 40.706184),2024,4155.471698,8.332421844
"Fulton St (A,C,J,Z,2,3,4,5)",628,Manhattan,40.71037,-74.00657,POINT (-74.00657 40.71037),2023,61525.86538,11.02722919
"Fulton St (A,C,J,Z,2,3,4,5)",628,Manhattan,40.71037,-74.00657,POINT (-74.00657 40.71037),2024,65115.42767,11.08393214
Fulton St (G),292,Brooklyn,40.68712,-73.97537,POINT (-73.97537 40.68712),2023,4709.025641,8.457448631
Fulton St (G),292,Brooklyn,40.68712,-73.97537,POINT (-73.97537 40.68712),2024,4350.150943,8.378195674
"Gates Av (J,Z)",95,Brooklyn,40.68963,-73.92227,POINT (-73.92227 40.68963),2023,4613.448718,8.436947685
"Gates Av (J,Z)",95,Brooklyn,40.68963,-73.92227,POINT (-73.92227 40.68963),2024,4724.440252,8.460716011
Graham Av (L),122,Brooklyn,40.714565,-73.94405,POINT (-73.94405 40.714565),2023,6999.019231,8.853668175
Graham Av (L),122,Brooklyn,40.714565,-73.94405,POINT (-73.94405 40.714565),2024,7212.943396,8.883771015
"Grand Army Plaza (2,3)",340,Brooklyn,40.675236,-73.97105,POINT (-73.97105 40.675236),2023,5292.205128,8.574179226
"Grand Army Plaza (2,3)",340,Brooklyn,40.675236,-73.97105,POINT (-73.97105 40.675236),2024,5434.672956,8.600738611
"Grand Av-Newtown (M,R)",265,Queens,40.737015,-73.87722,POINT (-73.87722 40.737015),2023,12854.87821,9.461556434
"Grand Av-Newtown (M,R)",265,Queens,40.737015,-73.87722,POINT (-73.87722 40.737015),2024,13106.66038,9.4809521
"Grand Central-42 St (S,4,5,6,7)",610,Manhattan,40.751778,-73.976845,POINT (-73.976845 40.751778),2023,108010.6026,11.58999393
"Grand Central-42 St (S,4,5,6,7)",610,Manhattan,40.751778,-73.976845,POINT (-73.976845 40.751778),2024,117120.3836,11.67096614
"Grand St (B,D)",231,Manhattan,40.718266,-73.99375,POINT (-73.99375 40.718266),2023,17555.96154,9.773205819
"Grand St (B,D)",231,Manhattan,40.718266,-73.99375,POINT (-73.99375 40.718266),2024,17208.52201,9.753218115
Grand St (L),123,Brooklyn,40.711926,-73.94067,POINT (-73.94067 40.711926),2023,4885.237179,8.494177793
Grand St (L),123,Brooklyn,40.711926,-73.94067,POINT (-73.94067 40.711926),2024,4989.314465,8.515254206
Grant Av (A),189,Brooklyn,40.677044,-73.86505,POINT (-73.86505 40.677044),2023,3967.102564,8.286043316
Grant Av (A),189,Brooklyn,40.677044,-73.86505,POINT (-73.86505 40.677044),2024,3765.264151,8.233838848
Greenpoint Av (G),283,Brooklyn,40.731354,-73.95445,POINT (-73.95445 40.731354),2023,7976.935897,8.984434998
Greenpoint Av (G),283,Brooklyn,40.731354,-73.95445,POINT (-73.95445 40.731354),2024,7013.323899,8.855709609
"Gun Hill Rd (2,5)",421,Bronx,40.87785,-73.86626,POINT (-73.86626 40.87785),2023,3955.019231,8.282993554
"Gun Hill Rd (2,5)",421,Bronx,40.87785,-73.86626,POINT (-73.86626 40.87785),2024,4096.113208,8.318037909
Gun Hill Rd (5),444,Bronx,40.869526,-73.84638,POINT (-73.84638 40.869526),2023,3301.365385,8.102394274
Gun Hill Rd (5),444,Bronx,40.869526,-73.84638,POINT (-73.84638 40.869526),2024,2869.537736,7.962254656
Halsey St (J),94,Brooklyn,40.68637,-73.91656,POINT (-73.91656 40.68637),2023,3924.5,8.275249011
Halsey St (J),94,Brooklyn,40.68637,-73.91656,POINT (-73.91656 40.68637),2024,3898.308176,8.268554426
Halsey St (L),129,Queens,40.695602,-73.90408,POINT (-73.90408 40.695602),2023,5544.057692,8.620662304
Halsey St (L),129,Queens,40.695602,-73.90408,POINT (-73.90408 40.695602),2024,5377.930818,8.590244901
Harlem-148 St (3),436,Manhattan,40.82388,-73.93647,POINT (-73.93647 40.82388),2023,2282.583333,7.733501126
Harlem-148 St (3),436,Manhattan,40.82388,-73.93647,POINT (-73.93647 40.82388),2024,2199.18239,7.69629554
"Hewes St (M,J)",100,Brooklyn,40.70687,-73.95343,POINT (-73.95343 40.70687),2023,1888.25641,7.543938597
"Hewes St (M,J)",100,Brooklyn,40.70687,-73.95343,POINT (-73.95343 40.70687),2024,2002.591195,7.602696447
"High St (A,C)",173,Brooklyn,40.699337,-73.99053,POINT (-73.99053 40.699337),2023,7079.814103,8.865144166
"High St (A,C)",173,Brooklyn,40.699337,-73.99053,POINT (-73.99053 40.699337),2024,6761.232704,8.819108396
Houston St (1),324,Manhattan,40.728252,-74.00536,POINT (-74.00536 40.728252),2023,9857.474359,9.196086705
Houston St (1),324,Manhattan,40.728252,-74.00536,POINT (-74.00536 40.728252),2024,10951.65409,9.301337088
Howard Beach-JFK Airport (A),198,Queens,40.660477,-73.8303,POINT (-73.8303 40.660477),2023,2026.378205,7.614498713
Howard Beach-JFK Airport (A),198,Queens,40.660477,-73.8303,POINT (-73.8303 40.660477),2024,2601.069182,7.864062247
"Hoyt St (2,3)",336,Brooklyn,40.690544,-73.98506,POINT (-73.98506 40.690544),2023,5316.346154,8.578729615
"Hoyt St (2,3)",336,Brooklyn,40.690544,-73.98506,POINT (-73.98506 40.690544),2024,6050.91195,8.708129526
"Hoyt-Schermerhorn Sts (A,C,G)",175,Brooklyn,40.688484,-73.985,POINT (-73.985 40.688484),2023,8614.775641,9.061350179
"Hoyt-Schermerhorn Sts (A,C,G)",175,Brooklyn,40.688484,-73.985,POINT (-73.985 40.688484),2024,8719.886792,9.073476208
Hunters Point Av (7),463,Queens,40.742214,-73.94891,POINT (-73.94891 40.742214),2023,4103.442308,8.319825156
Hunters Point Av (7),463,Queens,40.742214,-73.94891,POINT (-73.94891 40.742214),2024,3911.044025,8.271815285
Hunts Point Av (6),371,Bronx,40.82095,-73.89055,POINT (-73.89055 40.82095),2023,7055.179487,8.861659035
Hunts Point Av (6),371,Bronx,40.82095,-73.89055,POINT (-73.89055 40.82095),2024,6222.628931,8.736108445
"Intervale Av (2,5)",431,Bronx,40.82218,-73.896736,POINT (-73.896736 40.82218),2023,1925.621795,7.563523383
"Intervale Av (2,5)",431,Bronx,40.82218,-73.896736,POINT (-73.896736 40.82218),2024,1778.849057,7.48428384
Inwood-207 St (A),143,Manhattan,40.868073,-73.9199,POINT (-73.9199 40.868073),2023,5628.121795,8.635708722
Inwood-207 St (A),143,Manhattan,40.868073,-73.9199,POINT (-73.9199 40.868073),2024,6051.18239,8.708174212
"Jackson Av (2,5)",433,Bronx,40.81649,-73.90781,POINT (-73.90781 40.81649),2023,3081.570513,8.03351911
"Jackson Av (2,5)",433,Bronx,40.81649,-73.90781,POINT (-73.90781 40.81649),2024,3163.037736,8.059604255
"Jamaica Center-Parsons/Archer (E,J,Z)",278,Queens,40.70215,-73.80111,POINT (-73.80111 40.70215),2023,20642.83333,9.935171926
"Jamaica Center-Parsons/Archer (E,J,Z)",278,Queens,40.70215,-73.80111,POINT (-73.80111 40.70215),2024,21856.20755,9.992286011
Jamaica-179 St (F),254,Queens,40.712646,-73.78381,POINT (-73.78381 40.712646),2023,14056.79487,9.550932316
Jamaica-179 St (F),254,Queens,40.712646,-73.78381,POINT (-73.78381 40.712646),2024,13974.35849,9.54505095
Jamaica-Van Wyck (E),280,Queens,40.702564,-73.81686,POINT (-73.81686 40.702564),2023,3299.269231,8.101759329
Jamaica-Van Wyck (E),280,Queens,40.702564,-73.81686,POINT (-73.81686 40.702564),2024,3430.924528,8.14087647
"Jay St-MetroTech (A,C,F,R)",636,Brooklyn,40.692337,-73.98594,POINT (-73.98594 40.692337),2023,26031.37179,10.16709611
"Jay St-MetroTech (A,C,F,R)",636,Brooklyn,40.692337,-73.98594,POINT (-73.98594 40.692337),2024,28643.80503,10.26272738
Jefferson St (L),126,Brooklyn,40.706608,-73.92291,POINT (-73.92291 40.706608),2023,5869.852564,8.677755143
Jefferson St (L),126,Brooklyn,40.706608,-73.92291,POINT (-73.92291 40.706608),2024,6389.993711,8.762645046
Junction Blvd (7),451,Queens,40.749146,-73.86953,POINT (-73.86953 40.749146),2023,20026.44231,9.904858727
Junction Blvd (7),451,Queens,40.749146,-73.86953,POINT (-73.86953 40.749146),2024,19614.08176,9.884054027
Junius St (3),349,Brooklyn,40.663513,-73.90245,POINT (-73.90245 40.663513),2023,1617.384615,7.38918378
Junius St (3),349,Brooklyn,40.663513,-73.90245,POINT (-73.90245 40.663513),2024,1632.943396,7.398751634
"Kew Gardens-Union Tpke (E,F)",259,Queens,40.71444,-73.83101,POINT (-73.83101 40.71444),2023,17262.48077,9.756348611
"Kew Gardens-Union Tpke (E,F)",259,Queens,40.71444,-73.83101,POINT (-73.83101 40.71444),2024,16738.96855,9.725554466
"Kings Hwy (B,Q)",51,Brooklyn,40.60867,-73.95773,POINT (-73.95773 40.60867),2023,14789.69231,9.601753364
"Kings Hwy (B,Q)",51,Brooklyn,40.60867,-73.95773,POINT (-73.95773 40.60867),2024,14248.64151,9.564487028
Kings Hwy (F),250,Brooklyn,40.603218,-73.97236,POINT (-73.97236 40.603218),2023,2541.198718,7.840784623
Kings Hwy (F),250,Brooklyn,40.603218,-73.97236,POINT (-73.97236 40.603218),2024,2636.440252,7.877564124
Kings Hwy (N),77,Brooklyn,40.603924,-73.980354,POINT (-73.980354 40.603924),2023,3973.519231,8.287659072
Kings Hwy (N),77,Brooklyn,40.603924,-73.980354,POINT (-73.980354 40.603924),2024,4182.106918,8.338809531
Kingsbridge Rd (4),381,Bronx,40.86776,-73.89717,POINT (-73.89717 40.86776),2023,6134.307692,8.721815509
Kingsbridge Rd (4),381,Bronx,40.86776,-73.89717,POINT (-73.89717 40.86776),2024,5365.465409,8.58792476
"Kingsbridge Rd (B,D)",212,Bronx,40.866978,-73.89351,POINT (-73.89351 40.866978),2023,4150.519231,8.331229626
"Kingsbridge Rd (B,D)",212,Bronx,40.866978,-73.89351,POINT (-73.89351 40.866978),2024,3898.622642,8.268635069
Kingston Av (3),344,Brooklyn,40.6694,-73.94216,POINT (-73.94216 40.6694),2023,3257.320513,8.088967161
Kingston Av (3),344,Brooklyn,40.6694,-73.94216,POINT (-73.94216 40.6694),2024,3106.314465,8.041514116
Kingston-Throop Avs (C),180,Brooklyn,40.67992,-73.94086,POINT (-73.94086 40.67992),2023,4598.141026,8.433624831
Kingston-Throop Avs (C),180,Brooklyn,40.67992,-73.94086,POINT (-73.94086 40.67992),2024,4870,8.491054534
Knickerbocker Av (M),113,Brooklyn,40.698666,-73.91971,POINT (-73.91971 40.698666),2023,2844.50641,7.953496331
Knickerbocker Av (M),113,Brooklyn,40.698666,-73.91971,POINT (-73.91971 40.698666),2024,2934.415094,7.984604151
Kosciuszko St (J),96,Brooklyn,40.69334,-73.92882,POINT (-73.92882 40.69334),2023,3707.205128,8.218303246
Kosciuszko St (J),96,Brooklyn,40.69334,-73.92882,POINT (-73.92882 40.69334),2024,4139.383648,8.328543731
Lafayette Av (C),176,Brooklyn,40.68611,-73.973946,POINT (-73.973946 40.68611),2023,3850.064103,8.256104779
